Showers,Sinks,CW,DW,Baths
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,0.5014266
,,,,
,,,,
0.015671,,,,
0.15671,,,,
0.031342,,,,
,,,,
,,,,
,,,,
,,,,
,0.0068852,,,
,0.0421827,,,
,0.0205953,,,
,,,,
,0.1505412,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0008419,,,
,,,,
,,,,
,,,,
,,,,
,0.0550812,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0289838,,,
,,,,
,,0.0495215,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0093464,,
,,,,
,,,,
,0.0254961,,,
,0.0184907,,,
,,,,
,,,,
,,,,
,,0.0321319,,
,,,,
,,,,
,,,,
,,,,
,0.0112147,,,
,0.0743836,,,
,0.0820205,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0095009,,,
,0.0715875,,,
,,,,
,,,,
,,,,
,0.020445,,,
,0.0125376,,,
,0.1021948,,,
,0.0021648,,,
,0.0975646,,,
,0.0087192,,,
,0.0074865,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0016536,,,
,0.002285,,,
,,,,
,,,,0.0979134
,,,,0.2937402
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0046001,,,
,0.0002405,,,
,,,,
,0.0012327,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0942574,,,
,,,,
,,0.0201181,,
,,0.0523926,,
,,0.0481979,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0032171,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0077571,,,
,,,,
,,,,
,,,,
,0.0064642,,,
,,,,
,,,,
,,,,
,,,,
,0.03632,,,
,,,,
,,,,
,,,,
,,0.0643454,,
,0.0244438,,,
,,,,
,,,,
,,,,
,0.0246843,,,
,0.1056524,,,
,0.0200541,,,
,,,,
,,,,
,0.0080878,,,
,,,,
,0.0889356,,,
,0.0082682,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1229405,,,
,9.02e-05,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0003007,,,
,,,,
,0.0036981,,,
,0.0123572,,,
0.3045028,,,,
0.2283771,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0383644,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.11822,,,
,0.0076067,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.014071,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0300661,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1290138,,,
,0.0483763,,,
,,,,
,,,,
,,,,
,0.0211365,,,
,,,,
,,,,
0.4756129,,,,
0.3397235,,,,
,,,,
0.2229606,,,,
,,,,
,0.040469,,,
,,,,
,,,,
,0.1922128,,,
,,,,
,,,,
,,,,
,0.0109741,,,
,,,,
,,,,
,,,,
,,,,
0.2008917,,,,
0.4687473,,,,
,0.0131389,,,
,0.109561,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0967228,,,
,,,,
,,,,
,,,,
,,,,
,0.0759471,,,
,0.1138305,,,
,0.0003608,,,
,,,,
,,,,
,,,,
,0.0038184,,,
,,,,
,,,,
,,,,
,,,,
0.0941595,,,,
,0.0034275,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0012928,,,
,,,,
,0.0235418,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1131088,,,
,,,,
,0.0449189,,,
,,,,
,0.0012628,,,
,0.001353,,,
,0.0181299,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0077571,,,
,0.0475345,,,
,0.0314793,,,
,0.1003307,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1131389,,,
,0.0007517,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0107937,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0091702,,,
,,,,
,,,,
,,,,
,,,,
,0.040469,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.045009,,,0.0948494
,0.0071257,,,
,,,,
,0.0006614,,,
,,,,
,,,,
,,,,
,0.0221888,,,
,,,,
,,,,
,,,,
,0.0025256,,,
,0.0097114,,,
,,,,
,,,,
,,,,
,0.0142814,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0259771,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0109441,,,
,,,,
,,0.0470373,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,0.0707004,
,,,0.0502335,
,0.0012026,,0.0557977,
,,,0.073035,
,,,0.0887549,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.049098,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0889356,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0149429,,,
,,,,
,,,,
,,,,
,,,,
,0.1470836,,,
,0.0095911,,,
,0.0425737,,,
,,,,
,,,,
,0.151774,,,
,0.1847566,,,
,0.0123271,,,
,,,,
,0.1039989,,,
,,,,
,,,,
,,,,
,0.0044799,,,
,0.0070956,,,
,0.1404088,,,
,,,,
,0.1174986,,,
,0.0003909,,,
,,,,
,0.1314793,,,
,0.0080577,,,
,,,,
,0.0375827,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0211365,,,
,0.0819904,,,
,,,,
,,,,
,0.0845159,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0038785,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0773302,,,
,,,,
,,,,
,,,,
,,0.0436978,,
,,,,
,,,,
,,,,
,,,0.0759922,
,,,0.0544747,
,0.0504209,,0.0575097,
,0.1551715,0.0257381,0.0592218,
,,,0.0572763,
,,,0.115253,
,,,0.0453307,
,0.1051714,,0.0725681,
,,,,
,,,,
,,,,
,,,,
,0.0221888,,,
,,,,
,,,,
,0.0160553,,,
0.2462105,,,,
,0.0205051,,,
,,,,
,0.0004811,,,
,,,,
,0.0034877,,,
,,,,
,,,,
,,,,
,0.0090198,,,
,0.065875,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1000601,,,
,0.1040889,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0097715,,,
,,,,
,,,,
,0.0122369,,,
,,,,
,,,,
,,,,
,0.0082983,,,
,,,,
,0.0388755,,,
,,,,
,,,,
,0.0035478,,,
,0.0629284,,,
,,,0.0799611,
,,,0.0633463,
,,,0.0505058,
,,,0.1246692,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0021948,,,
,,,,
,,,,
,,,,
,0.0232111,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0870114,,,
,0.0570355,,,
,,,,
,,,,
,,,,
0.394784,,,,
,0.0963318,,,
,,,,
0.306955,,,,
,,,,
,,,,
,0.0389357,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0378232,,,
,,,,
,0.0010222,,,
,,,,
,,0.0430666,,
,,,,
,,,,
0.0648462,,,,
0.2593848,,,,
,,,,
,,,,
0.4358005,,0.0060069,,
,,,,
,,,,
,,,,
,0.0183103,,,
,,,,
,,,,
,0.0010523,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0510523,,,
,,,,
,,,,
,,,,
,0.0001503,,,
,,,,
,,,0.046965,
,,,0.0581323,
,,,0.0597665,
,,,0.0663035,
,,,0.084358,
,,,,
,,,,
,,,,
,,,,
,0.0157547,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0088094,,,
,,,,
,,,,
,,,,
,,,,
,0.0407396,,,
,0.0662958,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1457907,,,
,0.0719183,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0070355,,,
,0.0614552,0.0740582,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0262778,,,
,,,,
,0.010433,,,
,,,,
,,,,
,,,,
,,,,
,0.0292243,,,
,,,,
,,,,
,0.1498496,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0088996,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0743229,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0116055,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0397173,,,
,0.0012627,,,
,,,,
,,,,
,,,,
,0.0301863,,,
,0.0757967,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.2066747,,,
,0.0107035,,,
,0.0103127,,,
,0.123211,,,
,0.0686411,,,
,0.1240529,,,
,0.0179194,,,
,,,,
,,,,
,,,,
,,,,
,0.0070655,,,
,,,,
,0.0336741,,,
,0.0008419,,,
,,,,
,,,,
,0.0004209,,,
,,,,
,,,,
,,,,
,,,,
,0.079555,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0516236,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0008118,,,
,0.0228503,,,
,0.0968129,,,
,0.0217078,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0152135,,,
,0.0012026,,,
,0.0070655,,,
,,,,
,,,,
,,,,
,0.233193,,,
,0.0299459,,,
,0.0294048,,,
,,,,
,0.0512027,,,
,0.0021648,,,
,,,,
,,,,
,,,,
,0.0355983,,,
,0.1190619,,,
,,,,
,,,,
,0.0271497,,,
0.0645341,,,,
0.5162728,0.0322911,,,
,0.1377331,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1691221,,,
,,,,
,0.0031269,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0277511,,,
,,,,0.3474904
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0285929,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0167168,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0076669,,,
,0.0696332,,,
,0.0493987,,,
,,,,
,,,,
,,,,
,,,,
0.176215,,,,
0.246701,,,,
,,,,
0.2783105,,,,
0.5009589,,,,
,,,,
,,,,
,0.0155141,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1188214,,,
,0.0076067,,,
,,,,
,,,,
,,,,
,,,,
,0.060493,,,
,0.0166867,,,
,,,,
,,,,
,0.0116356,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0706555,,,
,0.0300061,,,
,,,,
,,,,
,,,,
,,0.0430869,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0520746,,,
,0.0324414,,,
,,,,
,,,,
,,,,
,,,,
,0.0373723,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0057727,,,
,,,,
,0.010914,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0122069,0.0566687,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0109441,,,
,0.0184606,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.404592,,,,
0.202296,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.1413732,0.0367408,,,
0.471244,,,,
0.0942488,,,,
,0.0394768,,,
,0.0769693,,,
,6.01e-05,,,
,,,,
,,,,
,0.0081479,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0278413,,,
,0.0898075,,,
,,,,
,0.1487973,,,
,0.1149729,,,
,0.0733013,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0146121,,,
,,,,
,0.0814492,,,
,0.0814492,,,
,,,,
,,,,
,,,,
,,,,
,0.0027962,,,
,,,,
,0.0593505,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1444679,,,
,,,,
,,,,
,,,,
,,,,
,0.1193326,,,
,,,,
,0.0150631,,,
,0.0275105,,,
,,,,
,,,,
,,,,
,0.0006013,,,
,,,,
,,,,
,,,,
0.0543469,,,,
0.543469,,,,
0.2173876,,,,
,0.0251052,,,
,0.0062838,,,
,,,,
,,,,
,0.0846963,,,
,0.0189417,,,
,,,,
,,,,
,,,,
,0.1551414,,,
,,,,
,0.0005111,,,0.0438457
,,,,0.2192285
,,,0.0847471,
,,,0.0682879,
,,,0.0668482,
,,,0.1007782,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0222189,,,
,0.0302466,,,
,,,,
,0.0355984,,,
,,,,
,0.0048406,,,
0.0471021,0.0073361,,,
0.2355105,,0.0302382,,
,,,,
,,,,
,,,,
,,,,
,0.0512928,,0.0741634,
,,,0.0771206,
,,,0.0481323,
,,,0.0487549,
,,,0.1227238,
,0.002706,,0.089961,
,,,,
,,,,
,,,,
,,,,
,0.0105232,,,
,,,,
,0.0160253,,,
,,,,
,,,,
,,,,
,,,,
,0.0187312,,,
,0.1855983,,,
,0.0629586,,,
,,,,
,,,,
,0.0101924,,,
,0.0087492,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0030066,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0128082,,,
,0.0007817,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0168671,,,
,,,,
,,,,
,0.2039388,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0840049,,,
,,,,
,,,,
,,,,
,,,,
,,,0.0940856,
,0.0163259,,0.0618288,
,,,0.1285604,
,,,0.0554864,
,,,,
,,,,
,,,,
,0.0107937,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.004089,,,
,,,,
,,,,
,,,,
,,,,
,,0.0280391,,
,,0.0280391,,
,0.0081179,,,
,,,,
,,,,
,0.0485869,,,
,0.0029164,,,
,,,,
,,0.0300753,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.2763488,,,,
0.197392,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0013229,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0107035,,,
,,,,
,,,,
,0.019994,,,
,0.019994,,,
,,,,
,,,,
,,,,
,,,,
,0.0199038,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0391762,,,
,0.0779314,,,
,,,,
,,,,
,,,,
,,,,
,0.0527962,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0217679,,,
,0.0064041,,,
,,,,
,,,,
,,,,
,,,,
,0.0464823,,,
,,,,
,,,,
,,,,
,,,,
,0.084065,,,
,,,,
,0.0994889,,,
,0.0071257,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0046001,,,
,,,,
,,,,
,,,,
,0.0115755,,,
,,,,
,,,,
,,,,
,,,,
,0.0022249,,,
,0.1310282,,,
,0.0279615,,,
,0.0563139,,,
,,,,
,0.0007817,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0128683,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.008178,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0006013,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0234817,,,
,0.0027661,,,
,0.1239025,,,
,0.0427241,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0939267,,,
,0.0100722,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0612503,,
,,,,
,,,,
,0.012718,,,
,0.0117859,0.0309509,,
,,0.0309509,,
,,,,
,,,,
,,,,
,0.0115154,,,
,,,,
,,,,
,,0.0127062,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0189167,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0370597,,
,,,,
,,,,
,,,,
,,,,
,0.0274805,,,
,,,,
,0.0358088,,,
,0.0211064,,,
,,,,
,,,,
,,,,
,,,,
,0.0629585,,,
,,,,
,,,,
,,,,
,,,,
,0.0632291,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0212568,,,
,,,,
,0.0567648,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0112147,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,0.0467315,
,,,0.0529961,
,,,0.0714396,
,,,0.0536965,
,,,,
,,,,
,,,,
,0.0049008,,,
,,,,
,,,,
,,,,
,0.00908,,,
,,,,
,,,,
,,,,
,,,,
,0.0865904,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0682201,,,
,0.0323512,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0303367,,,
,,0.0441254,,
,,,,
,,,,
,,,,
,,,,
,0.0510222,,,
,,,,
,,0.0537569,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.217288,,,
,0.029104,,,
,0.0427541,,,
,,,,
,0.0014131,,,
,,,,
,,,,
,,,,
,0.0293446,,,
,,,,
,0.0030066,,,
,0.0184305,,,
,,,,
,,,,
,0.0016837,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.108599,,,
,0.0338845,,,
,0.0015033,,,
,,,,
,,,,
,,,,
,0.0004209,,,
,,,,
,,,,
,0.0003909,,,
,,,,
,,,,
,,,,
,,,,
,0.0078773,,,
,0.0285929,,,
,,,,
,,,,
,0.0960313,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0533373,,,
,,,,
,,,,
,,,,
,0.0180397,,,
,0.0616957,,,
,0.2066746,,,
,0.0010824,,,
,,,,
,,,,
,,,,
,,,,
,0.0454901,,,
,0.0952796,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.049549,,,
,0.0211365,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0553517,,,
,,,,
,,,,
,,,,
,0.0368009,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0007517,,,
,,,,
,,,,0.0962757
,,,,0.0320919
,0.0255863,,,
,,,,
,,,,
,0.1202344,,,
,,,,
,0.005893,,,
,,,,
,0.0906194,,,
,0.0890259,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0001804,,,
,,,,
,,,,
,0.0025556,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0292844,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0149128,,,
,,,,
,,,,
,,0.0569945,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0158148,,,
,0.0188214,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0076669,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0249248,,,
,0.0105532,,,
,0.1001504,,,
,,,,
,0.074985,,,
,0.0840348,,,
,0.020475,,,
,0.009531,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0648227,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0028863,,,
,0.011816,,,
,,,,
,0.0264582,,,
,0.0911605,,,
,0.1351172,,,
,,,,
,0.0368912,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.09831,,
,,,,
,,,,
,,,,
,,0.0283445,,
,,,,
,,,,
,,0.0246386,,
,,,,
,,,,
,,,,
,,,,
,,0.0124211,,
,,,,
,,,,
,,,,
,,,,
,0.084967,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.3072895,,,,
0.1229158,,,,
,,,,
0.17325,0.1332231,,,
0.433125,,,,
0.0433125,,,,
,,,,
,,,,
,,,,
,,0.024211,,
,0.0690318,0.0638566,,
,0.0421527,,,
,,,,
,0.0007216,,,
,,,,
,,0.0106292,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0207156,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.003638,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0705652,,,
,,,,
,0.2228802,0.0167787,,
,,,,
,0.0158148,,,
,0.0689116,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.008178,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0038485,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,0.1309298
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
